Lot;Pr_lot;Code;Name;Provider;Producer;Expire
03405082091006201603;D215G48000;002359     ;Этоксидигликоль (Carbitol CG, Моноэтиловый эфир);Ревада-Нева;DOW CORNING;08.04.2018
03405083262206201608;30021602;007220     ;активатор ОМЕГА ЦХС;Ревада-Нева;GfN, GmbH;31.03.2021
03405088990908201602;20160518;003345     ;Краситель Rodol MRP-N (2MR,метилрезорцин);Ревада-Нева;Xinyu Chemicals;17.05.2017
03405093111409201601;60080;002652     ;Лаурил сульфат аммония (Sulfetal LA, LAUCOSOL LA, EMPICOL 30/Т,Тенсопол АЛС 25, Степанол АЛС-25);Ревада-Нева;TensaChem;01.01.2019
03405093602009201603;29945;003807     ;Рицино Х 40М (Унитоп-ХЦО-40, UNITOP-HCO-40, ПЭГ-40) (НЕ ПРИНИМАТЬ!!!!);Ревада-Нева;Industria Chimica Panzeri S.r.l.;27.07.2017
03405096071010201604;20160118;000045     ;Краситель м-аминофенол (EG) (Chemibrox  MAP) (CAS № 591-27-5) (CI 76545);Ревада-Нева;Xinyu Chemicals;17.01.2017
03405087392607201605;28152;024428     ;Сульфоэтоксилат натрия сухой (эмал 10P HD x, Эмал 10П ХД, Empicol);Ревада-Нева;Kao Chemicals GmbH;21.05.2017
03405088880808201601;32954;022499     ;Персульфат калия (Potassium Persulfate);Ревада-Нева;United Initiators GmbH@Co.KG;08.08.2017
03405089661508201606;2016031901;001366     ;Д-пантенол (D-panthenol B5, Д-Пантенол 75%);Ревада-Нева;XINFA PHARMACEUTICAL CO., LTD;18.03.2018
03405090131808201605;30613952;007924     ;Акиппо фоам (аkypo foam RL40, лаурет 5 карбоксилат, Акипо Фоам);Ревада-Нева;Kao Chemicals GmbH;18.05.2017
03405090742308201603;78С170;004117     ;Изододекан;Ревада-Нева;LANXESS Distribution GmbH;28.07.2018
03405090812408201601;HY20160220;000108     ;Изоаскорбат натрия (Sodium Erythorbate);Ревада-Нева;Fooding Group Limited;19.02.2018
03405092791209201603;29961;005874     ;Лаукозол 103 (Texapon SB 3 KC, Сетацин 103, Setacin 103 Spezial NP, сульфосукцинат ANS-30);Ревада-Нева;Industria Chimica Panzeri S.r.l.;25.07.2017
03405093161509201605;70968;004546     ;Эмульгин В3 (цетеарет 30, цестопал 30М) в DE LUXE;Ревада-Нева;Industria Chimica Panzeri S.r.l.;20.07.2017
03405094923009201601;JB160603-1;003351     ;Комперлан 100 (Неопал МЕК, Галакси 100,Empilan CME/T,  amidet A-111Р,Cocamid MEA, PALMOCOL PMA 1100);Ревада-Нева;Jaxing zanyu tecnology developmrnt Co., Ltd;02.06.2018
03405096071010201610;20160310;001615     ;Краситель 2,6 диаминопиридин;Ревада-Нева;Xinyu Chemicals;09.03.2017
03405098172810201605;M16211008V;000096     ;Диэтаноламиды (Комперлан КД, Амидет Б-112, Эденол ЦДЕ М,Emersense AM 8025, Коко Диэтаноламид, PDA);Ревада-Нева;Emery Oleochemicals;01.07.2018
03405098980311201604;30636668;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;Kao Chemicals GmbH;03.12.2017
03405099630911201602;29816;000769     ;Эмульгин В2 (EmulginВ-2, цестопал-20М, Гиноник ССА, Ginonic CSA);Ревада-Нева;Industria Chimica Panzeri S.r.l.;20.07.2017
03405099801011201602;HY2016040206;000108     ;Изоаскорбат натрия (Sodium Erythorbate);Ревада-Нева;Wenda Co., Ltd;05.04.2018
03405100141411201601;30628846;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;Kao Chemicals GmbH;31.12.2017
03405100291511201601;M16097002P;002476     ;Стеариновая кислота (EDENOR, палмак 50-18, 1850, Эденор СТ 05 МУ БД, Пальмера А5518);Ревада-Нева;Emery;01.04.2018
03405100801811201608;4500185336;026945     ;Карбонат магния;Ревада-Нева;Lehmann&Voss&Co;13.05.2019
03405103891312201604;30628863;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;Kao Chemicals GmbH;04.01.2018
03405106571201201701;JB161006-1;003351     ;Комперлан 100 (Неопал МЕК, Галакси 100,Empilan CME/T,  amidet A-111Р,Cocamid MEA, PALMOCOL PMA 1100);Ревада-Нева;Jaxing zanyu tecnology developmrnt Co., Ltd;05.10.2018
03405095730610201604;30628625;003927     ;Еуперлан PK 4000 ( Еуперлан РК 4000, Акипосал 2010С);Ревада-Нева;Kao Chemicals GmbH;30.10.2017
03405096161110201602;30627275;007924     ;Акиппо фоам (аkypo foam RL40, лаурет 5 карбоксилат, Акипо Фоам);Ревада-Нева;Kao Chemicals GmbH;21.08.2017
03405097342110201609;20160311;030402     ;Пропил парабен;Ревада-Нева;Wuhu Huahai Biology Engineering Co.,LTD;26.12.2019
03405100151411201604;30632613;007924     ;Акиппо фоам (аkypo foam RL40, лаурет 5 карбоксилат, Акипо Фоам);Ревада-Нева;Kao Chemicals GmbH;27.08.2017
03405103681212201601;5018DА2327;002476     ;Стеариновая кислота (EDENOR, палмак 50-18, 1850, Эденор СТ 05 МУ БД, Пальмера А5518);Ревада-Нева;Acidchem International SDN.BHD;21.09.2018
03405104021412201602;30347;005874     ;Лаукозол 103 (Texapon SB 3 KC, Сетацин 103, Setacin 103 Spezial NP, сульфосукцинат ANS-30);Ревада-Нева;Industria Chimica Panzeri S.r.l.;18.10.2017
03405104822012201602;1609-045;022498     ;Персульфат аммония (Ammonium Persulfate);Ревада-Нева;AK-KIM Kimya Sanayi;14.09.2017
03405105742612201601;5018DА2327;002476     ;Стеариновая кислота (EDENOR, палмак 50-18, 1850, Эденор СТ 05 МУ БД, Пальмера А5518);Ревада-Нева;Acidchem International SDN.BHD;21.09.2018
03405108392601201708;201201610103;012875     ;Витамин Е ацетат;Ревада-Нева;Zhejiang Medicine Co., Ltd;08.10.2019
03405110921502201704;20160928;013910     ;Краситель HPDS (25ДПЕ) (CAS № 93841-25-9);Ревада-Нева;Xinyu Chemicals;27.09.2017
03405111522102201704;71601;005885     ;ПЭГ-100 стеарат (Серенина 100);Ревада-Нева;Industria Chimica Panzeri S.r.l.;22.12.2017
03405113951403201710;F1643013-001;003371     ;Воск белый пчелиный (beeswax white);Ревада-Нева;Kahl GmbH & Co.KG;27.10.2019
03405114161503201705;20160928;000314     ;Краситель 1-нафтол (ERN) (CAS № 90-15-3) (CI 76605);Ревада-Нева;Xinyu Chemicals;27.09.2017
03405115162403201701;LDC 31116;025078     ;Минеральное масло White Oil 15 (для пудры только САВОНОЛ-15);Ревада-Нева;Savita Oil Technologies Limited;14.11.2018
03405118141304201702;1701-008;022499     ;Персульфат калия (Potassium Persulfate);Ревада-Нева;AK-KIM Kimya Sanayi;25.01.2019
03405119082004201704;20160927;000218     ;Краситель 2,5-диаминотолуол сульфат (BLFX, Chemibrox 25 DATS, CAS 615-50-9, 2,5 DATS);Ревада-Нева;Xinyu Chemicals;26.09.2017
03405120820305201712;RP- 343160-1902;014826     ;Микрокар РМ3 (Sharomix 824, Микрокер ПМ 3, Шаромикс);Ревада-Нева;THOR;01.02.2019
03405123542905201704;6038C17/01;002660     ;Масло персика (PARIOL 326 ПС/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.03.2018
03405070690403201607;30586254;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;Kao Chemicals GmbH;17.03.2017
03405072031703201602;15101906;000049     ;Краситель п-аминофенол порошковый (Rodol P Base, Chemibrox PAP, CAS 123-30-8);Ревада-Нева;TAIXING YANGZI PHARM CHEMICAL INDUSTRY CO., LTD;18.04.2017
03405072031703201604;20150923;000314     ;Краситель 1-нафтол (ERN) (CAS № 90-15-3) (CI 76605);Ревада-Нева;Xinyu Chemicals;22.09.2016
03405072031703201611;20150724;002458     ;Краситель Rodol PMP (1-ФЕНИЛ-3-МЕТИЛ-5-ПИРАЗОЛОН, CAS 89-25-8, 1P3M5P);Ревада-Нева;Xinyu Chemicals;23.01.2017
03405072602203201605;60471504;018473     ;Магнезиум аскорбил фосфат;Ревада-Нева;Selko;27.04.2017
03405073593003201606;Y874H;005362     ;Цинк пиритион;Ревада-Нева;Connect Chemicals Production&Services GmbH;19.03.2017
03405073593003201607;69103;012800     ;ПЭГ-200 (Неопал ЛИС 80);Ревада-Нева;Industria Chimica Panzeri S.r.l.;14.03.2017
03405073603003201603;5018DА2093;002476     ;Стеариновая кислота (EDENOR, палмак 50-18, 1850, Эденор СТ 05 МУ БД, Пальмера А5518);Ревада-Нева;Acidchem International SDN.BHD;04.11.2017
03405073813103201603;Р8260;012801     ;Кера-теин 1000 СД;Ревада-Нева;TRI-K Industries, Inc;09.03.2017
03405074780704201605;78С064;004117     ;Изододекан;Ревада-Нева;LANXESS Distribution GmbH;11.02.2018
03405074920804201604;С-329028-711;000451     ;Цетримониум хлорид (Dehyguart, MICROCARE, ТОРКВАТ, СТС 25, СТС 50, Arguad 16-29);Ревада-Нева;THOR;01.11.2017
03405075621304201611;98/15-16;000051     ;Краситель резорцин  (Rodol RS, Chemibroxc RS, Резорцинол);Ревада-Нева;ATUL Ltd, India;22.09.2016
03405076251904201602;C-067362-803;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;01.03.2018
03405079331805201602;Е16020673;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Ревада-Нева;Godrey Industries Ltd.;24.02.2018
03405080833105201601;28966;005291     ;Алкил бензоат С12- С15 ( DUB В1215, Неомин АБ, Эркарель АБ, Cosmacol EBI);Ревада-Нева;Industria Chimica Panzeri S.r.l.;14.03.2017
03405081700706201604;6128C16/01;010670     ;Масло макадамии ;Ревада-Нева;A.&A. Fratelli Parodi s.r.l.;01.03.2017
03405081860806201602;С-064344-803;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;01.03.2018
03405082281406201603;E16030688;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);Ревада-Нева;Godrey Industries Ltd.;08.03.2017
03405083552406201601;Р8328;002654     ;Глуадин (Gluadin WQ, Вит кват Л);Ревада-Нева;TRI-K Industries, Inc;04.12.2016
03405083562406201610;69992;012800     ;ПЭГ-200 (Неопал ЛИС 80);Ревада-Нева;Industria Chimica Panzeri S.r.l.;13.05.2017
03405086562007201604;60471601;018473     ;Магнезиум аскорбил фосфат;Ревада-Нева;Selko;11.10.2017
03405100801811201607;Y0048H/Y049H;005362     ;Цинк пиритион;Ревада-Нева;Connect Chemicals Production&Services GmbH;11.11.2017
03405101572411201615;20150724;002458     ;Краситель Rodol PMP (1-ФЕНИЛ-3-МЕТИЛ-5-ПИРАЗОЛОН, CAS 89-25-8, 1P3M5P);Ревада-Нева;Xinyu Chemicals;23.01.2017
03405103260812201603;RP-338041-1810;014826     ;Микрокар РМ3 (Sharomix 824, Микрокер ПМ 3, Шаромикс);Ревада-Нева;THOR;01.10.2018
03405103691212201603;29816;000769     ;Эмульгин В2 (EmulginВ-2, цестопал-20М, Гиноник ССА, Ginonic CSA);Ревада-Нева;Industria Chimica Panzeri S.r.l.;20.07.2017
03405109220102201702;161116;000101     ;Бензоат натрия;Ревада-Нева;Foodchem International Corporation;15.11.2018
03405113340703201708;EC14687;018469     ;Диметикон (Белсил ADM 8301E);Ревада-Нева;Wacker Chemie AG;26.01.2018
03405114331603201702;1235GMPC;003925     ;Кутина МД (CUTINA MD, Париол ГМС, Моностеарат глицерина, RADIASUFR 7143, ГМС Масемул);Ревада-Нева;PT.Musim Mas;14.07.2017
03405114652103201703;Y048H;005362     ;Цинк пиритион;Ревада-Нева;Connect Chemicals Production&Services GmbH;21.06.2018
03405115162403201702;LDC34316;025078     ;Минеральное масло White Oil 15 (для пудры только САВОНОЛ-15);Ревада-Нева;Savita Oil Technologies Limited;21.12.2018
03405115172403201704;28462;024428     ;Сульфоэтоксилат натрия сухой (эмал 10P HD x, Эмал 10П ХД, Empicol);Ревада-Нева;Kao Chemicals GmbH;20.09.2017
03405117150604201704;10195;018466     ;Рипхэа (Rep Hair);Ревада-Нева;Solabia;01.07.2019
03405118611804201702;20017;008562     ;Кублен К60;Ревада-Нева;Zschimmer&Schwarz Monsdorf Gmbh & Co KG;01.12.2021
03405118631804201703;M16329009V;000096     ;Диэтаноламиды (Комперлан КД, Амидет Б-112, Эденол ЦДЕ М,Emersense AM 8025, Коко Диэтаноламид, PDA);Ревада-Нева;Emery Oleochemicals;29.11.2018
03405119972604201704;17021505;000049     ;Краситель п-аминофенол порошковый (Rodol P Base, Chemibrox PAP, CAS 123-30-8);Ревада-Нева;TAIXING YANGZI PHARM CHEMICAL INDUSTRY CO., LTD;15.02.2018
03405120820305201707;RP-346191-1903;014826     ;Микрокар РМ3 (Sharomix 824, Микрокер ПМ 3, Шаромикс);Ревада-Нева;THOR;01.03.2019
03405122612305201701;1703-022;022499     ;Персульфат калия (Potassium Persulfate);Ревада-Нева;AK-KIM Kimya Sanayi;15.03.2019
03405124310206201701;07506HNLCL;006495     ;Каприлан МСТ 6040 (Париол ТМС 810Т, МЦТ 60/40, Палместер 3595, Масестер Е6000, Каприлик);Ревада-Нева;PT.Musim MAS.;01.08.2018
03405124810706201702;LDC 2017;025078     ;Минеральное масло White Oil 15 (для пудры только САВОНОЛ-15);Ревада-Нева;Savita Oil Technologies Limited;26.01.2019
03405127672906201701;704029H;024917     ;Глиоксиловая кислота;Ревада-Нева;Stan Chemical Co,. Ltd;08.11.2019
03405128130407201704;RP-347790-1905;014826     ;Микрокар РМ3 (Sharomix 824, Микрокер ПМ 3, Шаромикс);Ревада-Нева;THOR;01.05.2019
03405054490810201504;65784;005431     ;Неопон БДА (лаурет-7 цитрат, Лаукозол БДА);Ревада-Нева;Industria Chimica Panzeri S.r.l.;31.07.2016
03405055702010201512;20150618;002458     ;Краситель Rodol PMP (1-ФЕНИЛ-3-МЕТИЛ-5-ПИРАЗОЛОН, CAS 89-25-8, 1P3M5P);Ревада-Нева;Xinyu Chemicals;17.06.2016
03405056292310201502;6038I15/01;002660     ;Масло персика (PARIOL 326 ПС/Р);Ревада-Нева;A.& A. Fratelli Parodi s.r.l.;01.09.2016
03405060082711201501;RP-319664-1704;026979     ;Микрокар МТ;Ревада-Нева;THOR Specialities (UK) Ltd;12.04.2020
03405064191201201603;С-195217-707;003843     ;Квартамин АВ (бегентримониум хлорид, Микрокер Кват БХК);Ревада-Нева;THOR;01.07.2017
03405064301301201609;30587420;003927     ;Еуперлан PK 4000 ( Еуперлан РК 4000, Акипосал 2010С);Ревада-Нева;Kao Chemicals GmbH;09.02.2017
03405064431401201602;20601501;005150     ;"Китинами (KITINAMI) (сукцинил хитозан) (HYDROXAN, Гидроксан); Гидроцел Q(Hydrocell Q)";Ревада-Нева;GfN, GmbH;27.07.2020
03405064431401201604;28242;003807     ;Рицино Х 40М (Унитоп-ХЦО-40, UNITOP-HCO-40, ПЭГ-40) (НЕ ПРИНИМАТЬ!!!!);Ревада-Нева;Industria Chimica Panzeri S.r.l.;05.11.2016
03405064631501201601;30591520;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Ревада-Нева;Kao Chemicals GmbH;26.02.2017
09681045892007201501;II141009-AHP-D-BIO;024554     ;Масло Инка Инчи;Корнелиус Рус;Greentech;26.08.2017
05580050810409201502;1250615;004732     ;Пропиловый спирт (Н-пропанол);Тэлко;BASF;25.06.2017
05580090051708201602;1010816;004732     ;Пропиловый спирт (Н-пропанол);Тэлко;The ASPO Company;01.08.2018
08545048411208201502;13644625;003351     ;Комперлан 100 (Неопал МЕК, Галакси 100,Empilan CME/T,  amidet A-111Р,Cocamid MEA, PALMOCOL PMA 1100);БАСФ(ООО);BASF;06.05.2017
08545055201510201505;13979347;005229     ;Дехикварт Ф 75 (Dehyquart F 75);БАСФ(ООО);BASF;17.07.2016
08545059302011201501;14362803;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);БАСФ(ООО);BASF;08.10.2016
09770220400603201901;27022019-57-1;007274     ;Экстракт березовых почек (пропиленгликолевый);ЭКОФЛОР;"Russia (ООО ""Второй цех"")";27.02.2020
08545030591802201504;12724458;001935     ;Цетиол (Cetiol PGL) (Cetiol 868);БАСФ(ООО);BASF;19.10.2016
08545075701404201603;14439616;008999     ;Глуадин (Gluadin WLM, Вит-теин НЛ, Вит Теин НПНФ, Протелан ID/G L);БАСФ(ООО);BASF;25.10.2017
08545100511711201601;13231914;005559     ;УФ-фильтр (Tinogard HS, Тиногард HS);БАСФ(ООО);BASF;15.01.2020
08545100511711201610;15736828;001567     ;Кератин (Nutrilan Keratin W, Кера-теин В, Кера теин В-ЕХ);БАСФ(ООО);BASF;09.01.2018
08545105382312201605;15878056;005229     ;Дехикварт Ф 75 (Dehyquart F 75);БАСФ(ООО);BASF;18.08.2017
08545128941207201701;15345052;006556     ;Триэтилцитрат (Hydagen CAT);БАСФ(ООО);BASF;12.05.2019
08545134101608201705;17227188;005874     ;Лаукозол 103 (Texapon SB 3 KC, Сетацин 103, Setacin 103 Spezial NP, сульфосукцинат ANS-30);БАСФ(ООО);BASF;22.11.2018
08545146971411201703;17521625;001935     ;Цетиол (Cetiol PGL) (Cetiol 868);БАСФ(ООО);BASF;20.07.2019
08545148322211201701;518;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);БАСФ(ООО);" BASF (ООО""Хенкель Рус"")";13.11.2018
08545155971801201801;16805436;035374     ;Гидротрихозил ЛС 8846 (Hydro Trichosyl LS8846);БАСФ(ООО);BASF;01.03.2019
08545160791502201801;16928877;006556     ;Триэтилцитрат (Hydagen CAT);БАСФ(ООО);BASF;01.05.2020
08545173981105201801;114;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);БАСФ(ООО);" BASF (ООО""Хенкель Рус"")";29.04.2019
08545180812206201801;16805436;035374     ;Гидротрихозил ЛС 8846 (Hydro Trichosyl LS8846);БАСФ(ООО);BASF;01.09.2019
08545200731710201804;19360050;005229     ;Дехикварт Ф 75 (Dehyquart F 75);БАСФ(ООО);BASF;12.07.2019
08545207572811201801;16875143;040073     ;Эмульгин Призма;БАСФ(ООО);BASF;16.03.2021
08545220530703201904;20237411;001935     ;Цетиол (Cetiol PGL) (Cetiol 868);БАСФ(ООО);BASF;13.01.2021
08545225270404201902;18544116;035374     ;Гидротрихозил ЛС 8846 (Hydro Trichosyl LS8846);БАСФ(ООО);BASF;09.02.2020
08545225270404201905;19693659;003964     ;Ламекват (LAMEQUAT L);БАСФ(ООО);BASF;17.09.2020
08545240081207201901;197;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);БАСФ(ООО);" BASF (ООО""Хенкель Рус"")";06.07.2020
09922127442806201702;AZ-16-2158;002655     ;Глицерин (PALMERA G995V);Метахим ТД;GLACONCHEMIE Gmbh;01.11.2017
10164180422006201801;BCH06.18;033566     ;Коллаген гидролизированный;Союзоптторг;GELCO;25.02.2023
08545069412502201603;14273087;005229     ;Дехикварт Ф 75 (Dehyquart F 75);БАСФ(ООО);BASF;21.09.2016
08545075701404201605;14831192;003964     ;Ламекват (LAMEQUAT L);БАСФ(ООО);BASF;18.01.2018
08545081340306201601;15285404;004546     ;Эмульгин В3 (цетеарет 30, цестопал 30М) в DE LUXE;БАСФ(ООО);BASF;18.04.2018
08545085891307201603;15109798;000769     ;Эмульгин В2 (EmulginВ-2, цестопал-20М, Гиноник ССА, Ginonic CSA);БАСФ(ООО);BASF;14.03.2018
08545085891307201605;15597632;001935     ;Цетиол (Cetiol PGL) (Cetiol 868);БАСФ(ООО);BASF;19.06.2018
08545090371908201605;15384197;005229     ;Дехикварт Ф 75 (Dehyquart F 75);БАСФ(ООО);BASF;01.05.2017
08545108362601201701;15877871;001935     ;Цетиол (Cetiol PGL) (Cetiol 868);БАСФ(ООО);BASF;18.08.2018
08545114081503201702;16022269;018354     ;Дехикварт Л 80 (Dehyquart L 80);БАСФ(ООО);BASF;16.09.2018
08545220530703201905;12546447G0;040069     ;Увинул А Плюс Грануляр;БАСФ(ООО);BASF;01.11.2020
08545238710407201901;188;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);БАСФ(ООО);" BASF (ООО""Хенкель Рус"")";24.06.2020
08545241001807201904;02198275LO;006493     ;Лувимер 100 П (Luvimer 100P);БАСФ(ООО);BASF;01.12.2021
08545248380209201901;249;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);БАСФ(ООО);" BASF (ООО""Хенкель Рус"")";28.08.2020
08545248650309201901;21180403;041710     ;Силикат натрия (Britesil C207, Portil A);БАСФ(ООО);BASF;08.07.2020
08545250351309201906;00788747G0;003933     ;ПВП/ВА W-635 (PVP/VA W-635) (Лувискол VA64W);БАСФ(ООО);BASF;01.08.2020
08545250351309201908;19825241;002654     ;Глуадин (Gluadin WQ, Вит кват Л);БАСФ(ООО);BASF;14.10.2020
05580084252906201601;1101215;004732     ;Пропиловый спирт (Н-пропанол);Тэлко;The ASPO Company;10.12.2017
05580094993009201601;JA160725-1;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Тэлко;JAXING ZANYU TECHNOLOGY DEVELOPMENT CO., LTD.;24.07.2018
09770184061107201803;04072018-205-3;008981     ;Экстракт ромашки (пропиленгликолевый);ЭКОФЛОР;"Russia (ООО ""Второй цех"")";04.07.2020
05580100581711201602;RB60727S03;000787     ;Пропиленгликоль;Тэлко;Lyondell;01.08.2018
05580112332802201703;2016 _ 193;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Тэлко;PCC Exol SA;01.11.2017
05580116373103201704;571612340804;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);Тэлко;ENASPOL, a.s.;19.12.2017
08545079652005201604;15211995;001935     ;Цетиол (Cetiol PGL) (Cetiol 868);БАСФ(ООО);BASF;03.04.2018
08545083502406201601;14442999;006556     ;Триэтилцитрат (Hydagen CAT);БАСФ(ООО);BASF;16.11.2018
08545083502406201601;14442999;004014     ;Китамер РС (KYTAMER PC, HYDAGEN HCMF, хитозан 85/100/А1, 90/400/А1) ;БАСФ(ООО);Basf;16.11.2018
08545090371908201613;15631816;005229     ;Дехикварт Ф 75 (Dehyquart F 75);БАСФ(ООО);BASF;01.06.2017
08545100511711201608;15683768E0;001367     ;Лувискол (LUVISKOL 64, ВА64П);БАСФ(ООО);Basf;01.06.2018
08545134101608201701;17142273;002687     ;Плантапон (Plantapon AGS-35,  Plantapon ACG LC, Альпикеа);БАСФ(ООО);BASF;07.05.2018
08545138401309201712;16442075;018467     ;Кофеин (Caffeine);БАСФ(ООО);BASF;07.11.2021
08545138441309201701;16036780;033849     ;Нутрилан милк ЕП (Nutrilan Milk EP);БАСФ(ООО);BASF;20.09.2018
08545146971411201701;17996326;005874     ;Лаукозол 103 (Texapon SB 3 KC, Сетацин 103, Setacin 103 Spezial NP, сульфосукцинат ANS-30);БАСФ(ООО);BASF;23.04.2018
05102072382103201614;60412;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.02.2019
11634239901107201904;190440;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);НЕО Кемикал;VVF Limited (GEO CHEM);01.03.2022
14379254951110201902;28;004137     ;Миранол Ультра (C32) (С2М Conc NP) (ТС-МАВ 40 Кокоамфодиацетат Na, Miconol);Аминохим;"ООО ""Аминохим""";01.09.2021
08333004300208201302;58110;018471     ;Уксус малины/Raspberry Herbasol Vinegar Extract PF;ХСХ Хими ООО (бывший Теком-Хими), ИНН 7707083893;Cosmetochem;22.04.2016
08333232482405201901;DH14807Q411;005343     ;Каолин КБЕ-2;ХСХ Хими ООО (бывший Теком-Хими), ИНН 7707083893;IMERYS;02.07.2020
07896187660108201801;20;002675     ;Хлористый натрий (Соль поваренная сушеная);Соль Петербурга;"ЗАО ""Азербайджанское Производственное Объединение Соль""";01.03.2020
05102072372103201602;60405;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.02.2019
05102074590604201617;60866;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.03.2019
05102080372705201611;61381;022559     ;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);ДС Трейд Групп;Industrie Pagoda s.r.l.;01.05.2019
11634137410509201701;157060832;025225     ;Аэросил P 202;НЕО Кемикал;Evonik Industries;07.06.2019
11634200451510201802;2018_007;000335     ;Сульфоэтоксилаты натрия (Emal 270 D, Texapon N70 Tainolin AES-70-2-NC,Sles 270D,СульфороканолЛ270/1);НЕО Кемикал;PCC Exol SA;01.01.2019
11634236742106201901;190439;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);НЕО Кемикал;VVF Limited (GEO CHEM);01.03.2022
11634238550307201902;190440;000334     ;ЦСС (Hedrenol, Lanett, Калкол 8670, Алкотекс 1618 ФБ, VEGAROL 1618ТА, Екорол 68/30П);НЕО Кемикал;VVF Limited (GEO CHEM);01.03.2022
11634258243010201901;20190508;000107     ;Трилон Б (VERSENE POWEDER Хелат NA4EDTA, DISSOLVINE, ETDA, ЭДТА) ;НЕО Кемикал;SHIJIAZHUANG JACKCHEM CO LTD.;07.05.2021
14379260271211201904;45;000096     ;Диэтаноламиды (Комперлан КД, Амидет Б-112, Эденол ЦДЕ М,Emersense AM 8025, Коко Диэтаноламид, PDA);Аминохим;"ООО ""АМИНОХИМ""";01.10.2020
08333173941005201801;17092106;035352     ;Скраб ImerCare 400P-Scrub;ХСХ Хими ООО (бывший Теком-Хими), ИНН 7707083893;IMERYS;21.09.2022
08333208380412201801;DH15N17Q411.;005343     ;Каолин КБЕ-2;ХСХ Хими ООО (бывший Теком-Хими), ИНН 7707083893;IMERYS;22.05.2019
07896136433008201701;5;031358     ;Морская соль;Соль Петербурга;SALT OF THE EARTH EILAT LTD;16.01.2022
07896183790907201802;22;002675     ;Хлористый натрий (Соль поваренная сушеная);Соль Петербурга;"ЗАО ""Азербайджанское Производственное Объединение Соль""";15.05.2020
07896226150904201901;2;002675     ;Хлористый натрий (Соль поваренная сушеная);Соль Петербурга;"ЗАО ""Азербайджанское Производственное Объединение Соль""";01.02.2021
