Штрихкод;ID;Артикул;Наименование;Единица;Коэффициент;
;017846     ;HC 10/76;Основа 10/76 ESTEL HAUTE COUTURE Светлый блондин коричнево-фиолетовый;кг;1;
;017847     ;HC 1/11;Основа 1/11 ESTEL HAUTE COUTURE  Иссиня-черный;кг;1;
;017848     ;HC 9/1;Основа 9/1 ESTEL HAUTE COUTURE Блондин пепельный;кг;1;
;017849     ;HC 9/16;Основа 9/16 ESTEL HAUTE COUTURE Блондин пепельно-фиолетовый;кг;1;
;017850     ;HC 9/3;Основа 9/3 ESTEL HAUTE COUTURE Блондин золотистый;кг;1;
;017851     ;HC 9/36;Основа 9/36 ESTEL HAUTE COUTURE Блондин золотисто-фиолетовый;кг;1;
;017852     ;HC 9/31;Основа 9/31 ESTEL HAUTE COUTURE Блондин золотисто-пепельный;кг;1;
;017853     ;HC 9/56;Основа 9/56 ESTEL HAUTE COUTURE  Блондин красно-фиолетовый;кг;1;
;017854     ;HC 9/6;Основа 9/6 ESTEL HAUTE COUTURE Блондин фиолетовый;кг;1;
;017855     ;HC 9/65;Основа 9/65 ESTEL HAUTE COUTURE Блондин фиолетово-красный;кг;1;
;017856     ;HC 9/7;Основа 9/7 ESTEL HAUTE COUTURE Блондин коричневый;кг;1;
;017857     ;HC 9/71;Основа 9/71 ESTEL HAUTE COUTURE Блондин коричнево-пепельный;кг;1;
;017858     ;HC 8/1;Основа 8/1 ESTEL HAUTE COUTURE Светло-русый пепельный;кг;1;
;017859     ;HC 8/16;Основа 8/16 ESTEL HAUTE COUTURE Светло-русый пепельно-фиолетовый;кг;1;
;017860     ;HC 8/3;Основа 8/3 ESTEL HAUTE COUTURE Светло-русый золотистый;кг;1;
;017861     ;HC 8/36;Основа 8/36 ESTEL HAUTE COUTURE Светло-русый золотисто-фиолетовый;кг;1;
;017862     ;HC 8/31;Основа 8/31 ESTEL HAUTE COUTURE Светло-русый золотисто-пепельный;кг;1;
;017863     ;HC 8/41;Основа 8/41 ESTEL HAUTE COUTURE  Светло-русый медно-пепельный;кг;1;
;017864     ;HC 8/56;Основа 8/56 ESTEL HAUTE COUTURE Светло-русый красно-фиолетовый;кг;1;
;017865     ;HC 8/6;Основа 8/6 ESTEL HAUTE COUTURE Светло-русый фиолетовый;кг;1;
;017866     ;HC 8/65;Основа 8/65 ESTEL HAUTE COUTURE Светло-русый фиолетово-красный;кг;1;
;017867     ;HC 8/7;Основа 8/7 ESTEL HAUTE COUTURE Светло-русый коричневый;кг;1;
;017868     ;HC 8/71;Основа 8/71 ESTEL HAUTE COUTURE Светло-русый коричнево-пепельный;кг;1;
;017869     ;HC 7/1;Основа 7/1 ESTEL HAUTE COUTURE Русый пепельный;кг;1;
;017870     ;HC 7/16;Основа 7/16 ESTEL HAUTE COUTURE Русый пепельно-фиолетовый;кг;1;
;017871     ;HC 7/3;Основа 7/3 ESTEL HAUTE COUTURE Русый золотистый;кг;1;
;017872     ;HC 7/31;Основа 7/31 ESTEL HAUTE COUTURE Русый золотисто-пепельный;кг;1;
;017873     ;HC 7/4;Основа 7/4 ESTEL HAUTE COUTURE Русый медный;кг;1;
;017874     ;HC 7/41;Основа 7/41 ESTEL HAUTE COUTURE Русый медно-пепельный;кг;1;
;017875     ;HC 7/5;Основа 7/5 ESTEL HAUTE COUTURE Русый красный;кг;1;
;017876     ;HC 7/6;Основа 7/6 ESTEL HAUTE COUTURE Русый фиолетовый;кг;1;
;017877     ;HC 7/7;Основа 7/7 ESTEL HAUTE COUTURE Русый коричневый;кг;1;
;017878     ;HC 7/71;Основа 7/71 ESTEL HAUTE COUTURE Русый коричнево-пепельный;кг;1;
;017879     ;HC 7/76;Основа 7/76 ESTEL HAUTE COUTURE Русый коричнево-фиолетовый;кг;1;
;017880     ;HC 6/1;Основа 6/1 ESTEL HAUTE COUTURE Темно-русый пепельный;кг;1;
;017881     ;HC 6/3;Основа 6/3 ESTEL HAUTE COUTURE Темно-русый золотистый;кг;1;
;017882     ;HC 6/4;Основа 6/4 ESTEL HAUTE COUTURE Темно-русый медный;кг;1;
;017883     ;HC 6/41;Основа 6/41 ESTEL HAUTE COUTURE Темно-русый медно-пепельный;кг;1;
;017884     ;HC 6/5;Основа 6/5 ESTEL HAUTE COUTURE Темно-русый красный;кг;1;
;017885     ;HC 6/65;Основа 6/65 ESTEL HAUTE COUTURE Темно-русый фиолетово-красный;кг;1;
;017886     ;HC 6/7;Основа 6/7 ESTEL HAUTE COUTURE Темно-русый коричневый;кг;1;
;017887     ;HC 6/71;Основа 6/71 ESTEL HAUTE COUTURE Темно-русый коричнево-пепельный;кг;1;
;017888     ;HC 6/67;Основа 6/67 ESTEL HAUTE COUTURE Темно-русый фиолетово-коричневый;кг;1;
;017889     ;HC 5/1;Основа 5/1 ESTEL HAUTE COUTURE Светлый шатен пепельный;кг;1;
;017890     ;HC 5/2;Основа 5/2 ESTEL HAUTE COUTURE Светлый шатен матовый;кг;1;
;017891     ;HC 5/3;Основа 5/3 ESTEL HAUTE COUTURE Светлый шатен золотистый;кг;1;
;017892     ;HC 5/4;Основа 5/4 ESTEL HAUTE COUTURE Светлый шатен медный;кг;1;
;017893     ;HC 5/41;Основа 5/41 ESTEL HAUTE COUTURE Светлый шатен медно-пепельный;кг;1;
;017894     ;HC 5/5;Основа 5/5 ESTEL HAUTE COUTURE Светлый шатен красный;кг;1;
;017895     ;HC 5/6;Основа 5/6 ESTEL HAUTE COUTURE Светлый шатен фиолетовый;кг;1;
;017896     ;HC 5/76;Основа 5/76 ESTEL HAUTE COUTURE Светлый шатен коричнево-фиолетовый;кг;1;
;017897     ;HC 4/5;Основа 4/5 ESTEL HAUTE COUTURE Шатен красный;кг;1;
;017898     ;HC 4/65;Основа 4/65 ESTEL HAUTE COUTURE Шатен фиолетово-красный;кг;1;
;017899     ;HC 4/7;Основа 4/7 ESTEL HAUTE COUTURE Шатен коричневый;кг;1;
;017900     ;HC 4/71;Основа 4/71 ESTEL HAUTE COUTURE Шатен коричнево-пепельный;кг;1;
;017901     ;HC 3/55;Основа 3/55 ESTEL HAUTE COUTURE Темный шатен красный интенсивный;кг;1;
;017902     ;HC 3/66;Основа 3/66 ESTEL HAUTE COUTURE Темный шатен фиолетовый интенсивный;кг;1;
;017904     ;HC 0/00A;Основа ESTEL HAUTE COUTURE тон 0/00A Корректор аммиачный;кг;1;
;017905     ;HC 0/00N;Основа ESTEL HAUTE COUTURE тон 0/00N Корректор нейтральный;кг;1;
2000002487593;018015     ;;Крем блондирующий фиолетовый ESTEL;кг;1;
;018230     ;Q3/1000/S;Основа Q31000/S Шампунь для волос с комплексом масел Q3 COMFORT ;кг;1;
;018242     ;СU5000/S7;Основа СU5000/S7 Шампунь стабилизатор цвета 5000 мл;кг;1;
2000002766353;018252     ;;Копексил (kopexil) ;кг;1;
2000002808374;018274     ;;Лаукозол L (Сойпон Л-30И, Amin LS30, Анионное);кг;1;
2000004655129;018283     ;;Краситель Acid Orange 7 (CI15510, D&C ORANGE №4 K7011);кг;1;
2000003455973;018285     ;;Кислота янтарная;кг;1;
2000002964216;018354     ;;Дехикварт Л 80 (Dehyquart L 80);кг;1;
2000003512744;018464     ;;Краситель Rodol 6AMC (Сhemibroxc 6-аминор-м-крезол);кг;1;
2000003461530;018465     ;;Воск розы (KahlWax 6692/Kahlwax, Воск 6692, Кальвакс);кг;1;
2000003176120;018466     ;;Рипхэа (Rep Hair);кг;1;
2000003240005;018467     ;;Кофеин (Caffeine);кг;1;
2000003408566;018468     ;;Протеины киноа (Quinoa Pro Ex/TRI-K Industries);кг;1;
2000003403042;018469     ;;Диметикон (Белсил ADM 8301E);кг;1;
2000003112784;018470     ;;Комплекс VOLUMISING COMPLEX 217634;кг;1;
2000003182916;018471     ;;Уксус малины/Raspberry Herbasol Vinegar Extract PF;кг;1;
2000003182909;018472     ;;Экстракт белого чая порошок/White Tea Herbasek;кг;1;
2000003403035;018473     ;;Магнезиум аскорбил фосфат;кг;1;
2000003403059;018474     ;;Полифенолы винограда HAP 1112 (Grape Polyphenols);кг;1;
2000003460496;018475     ;;Отдушка White Bouquet № 49396695;кг;1;
2000003460281;018476     ;;Отдушка Rebirth 2066;кг;1;
2000003112807;018477     ;;Отдушка Charm 366455;кг;1;
2000003112791;018478     ;;Отдушка Adorable 366475;кг;1;
2000003454259;018479     ;;Отдушка Charming princess RS 173724 B;кг;1;
2000003460502;018480     ;;Отдушка Wonderful Hair 49412269;кг;1;
2000003460519;018481     ;;Отдушка Haute Couture 49408227;кг;1;
2000003460472;018482     ;;Молочко маное и ванили Monoi De TahitiVanilla Milk;кг;1;
2000003468027;018483     ;;Экстракт перламутра PEARL EXTRACT 173242;кг;1;
;018558     ;HC1000/S1 ;Основа HC1000/S1 Шампунь для волос Интенсивное очищение ESTEL HAUTE COUTURE ADVANCED CLEANSING;кг;1;
;018559     ;HC1000/S2  ;Основа HC1000/S2 Шампунь для волос Стабильный цвет ESTEL HAUTE COUTURE COLOR STAY;кг;1;
;018560     ;HC1000/B1 ;Основа HC1000/B1 Бальзам для волос Стабильный цвет ESTEL HAUTE COUTURE COLOR STAY;кг;1;
2000003181773;018840     ;;Пигмент Earis 7415;кг;1;
;018863     ;HC 3/1000;Основа оксигент для волос 3% ESTEL HAUTE COUTURE;кг;1;
;018864     ;HC 6/1000;Основа оксигент для волос 6 % ESTEL HAUTE COUTURE;кг;1;
;018865     ;HC 9/1000;Основа оксигент для волос 9 % ESTEL HAUTE COUTURE;кг;1;
;018866     ;HC 12/1000;Основа оксигент для волос 12% ESTEL HAUTE COUTURE;кг;1;
;018867     ;HCA/1000;Основа активатор для волос 1,5% ESTEL HAUTE COUTURE;кг;1;
2000003851737;019872     ;;Диметикон ПЭГ-8 Меадофоамат (Fancorsil LIM-1, Фанкорсил ЛИМ-1) ;кг;1;
2000003851782;019914     ;;Поликватерниум 11 (Gafquat 755 N, Гафкват 755N);кг;1;
2000003892358;019915     ;;Поликватерниум 91 и Полиакрилат 15 (Syntran PC 5330);кг;1;
2000003769476;020198     ;;Отдушка Jewel of Nile 287452U;кг;1;
;020202     ;MA200/SP органич ;Основа MA200/SP Двухфазный спрей  органическая фаза  ЭСТЕЛЬ САМАЯ КРАСИВАЯ ;кг;1;
;020204     ;MA200/SP водн ;Основа MA200/SP Двухфазный спрей  водная фаза  ЭСТЕЛЬ САМАЯ КРАСИВАЯ ;кг;1;
;020205     ;MA250/S1;Основа MA250/S1 Шампунь для волос детский Гипоаллергенный ЭСТЕЛЬ САМАЯ КРАСИВАЯ;кг;1;
;020206     ;MA250/S2;Основа MA250/S2 Шампунь для волос детский  Легкое расчесывание ЭСТЕЛЬ САМАЯ КРАСИВАЯ;кг;1;
;020722     ;жир HC12;Основа орг. для  ESTEL Haute Couture для 12 ряда и корректора;кг;1;
;021106     ;CL 10/16;"Основа ""ESTEL CELEBRITY"" тон  CL 10/16 полярный блондин";кг;1;
;021107     ;CL 5/65;"Основа ""ESTEL CELEBRITY"" тон  CL 5/65 спелая вишня";кг;1;
;021108     ;CL 5/71;"Основа ""ESTEL CELEBRITY"" тон  CL 5/71 натуральный шатен";кг;1;
;021109     ;CL 7/56;"Основа ""ESTEL CELEBRITY"" тон  CL 7/56 бордо";кг;1;
;021110     ;CL 8/44;"Основа ""ESTEL CELEBRITY"" тон  CL 8/44 огненно-медный";кг;1;
2000009319224;021545     ;;Натрий едкий технический (гранулированный);кг;1;
;021650     ;DLK/LG;Основа DLK/LG Блеск-гель для волос DE LUXE KERATIN;кг;1;
2000007757844;022092     ;;Паста осветляющая белая ZE.CR001W (Италия);кг;1;
2000009244083;022495     ;;Магнезия 22 (Magnesia 22);кг;1;
2000009287493;022498     ;;Персульфат аммония (Ammonium Persulfate);кг;1;
2000009287509;022499     ;;Персульфат калия (Potassium Persulfate);кг;1;
2000006816559;022559     ;;Порошок блондирующий БЕЛЫЙ ESTEL ( HAUTE COUTURE);кг;1;
2000007188181;022981     ;;Лаурил сульфат натрия (порошок) (Texapon K12G);кг;1;
;023155     ;HC1000/S3;Основа HC1000/S3 Шампунь-блеск для волос EXCLUSIVE CARE ESTEL HAUTE COUTURE ;кг;1;
;023182     ;Q3/60/M;Основа Q3/60/M Маска для волос с комплексом масел Q3 RELAX, 60 мл;кг;1;
;023184     ;Q3/60/S;Основа Q3/60/S Шампунь для волос с комплексом масел Q3 COMFORT, 60 мл;кг;1;
;023207     ;HC1000/B2;Основа HC1000/B2 Бальзам-блеск для волос EXCLUSIVE CARE ESTEL HAUTE COUTURE ;кг;1;
2000008042659;023585     ;;Силика Т 30 (HDK T 30);кг;1;
;023611     ;АH.1/P;Основа АH.1/P Тонизирующий шампунь для волос с охлаждающим эффектом ESTEL ALPHA HOMME, 1000 мл;кг;1;
;023612     ;AH.1 / AH.6;Основа АH Тонизирующий шампунь с охлаждающим эффектом   ESTEL ALPHA HOMME, 250 мл;кг;1;
;023613     ;АH.1/M;Основа АH.1/M Тонизирующий шампунь с охлаждающим эффектом для волос и тела  ESTEL ALPHA HOMME, 60 мл;кг;1;
;023614     ;AH.1/S;Основа AH.1/S Тонизирующий шампунь с охлаждающим эффектом для волос и тела  ESTEL ALPHA HOMME, 10 мл;кг;1;
;023615     ;AH.2;Основа AH.2 Шампунь для волос от перхоти ESTEL ALPHA HOMME, 250 мл;кг;1;
;023616     ;AH.3;Основа AH.3 Шампунь-активатор роста волос ESTEL ALPHA HOMME, 250 мл;кг;1;
;023618     ;AH.5;Основа AH.5 Гель для душа с охлаждающим эффектом ESTEL ALPHA HOMME, 250 мл;кг;1;
;023619     ;PB.1/P;Основа PB.1/P Серебристый шампунь для холодных оттенков блонд  ESTEL PRIMA BLONDE, 1000 мл;кг;1;
;023620     ;PB.1;Основа PB.1 Серебристый шампунь для холодных оттенков блонд  ESTEL PRIMA BLONDE, 250 мл;кг;1;
;023621     ;PB.2;Основа PB.2 Серебристый бальзам для холодных оттенков блонд  ESTEL PRIMA BLONDE, 200 мл;кг;1;
;023622     ;PB.2/S;Основа PB.2/S Серебристый бальзам для холодных оттенков блонд  ESTEL PRIMA BLONDE, 10 мл;кг;1;
;023623     ;PB.3;Основа PB.3 Блеск-шампунь для светлых волос  ESTEL PRIMA BLONDE, 250 мл;кг;1;
;023624     ;PB.3/M;Основа PB.3/M Блеск-шампунь для светлых волос  ESTEL PRIMA BLONDE, 60 мл;кг;1;
;023625     ;PB.4;Основа PB.4 Блеск-бальзам для светлых волос  ESTEL PRIMA BLONDE, 200 мл;кг;1;
;023626     ;PB.5;Основа PB.5 Двухфазный спрей для светлых волос, водная фаза;кг;1;
;023627     ;PB.5;Основа PB.5 Двухфазный спрей для светлых волос, органическая фаза;кг;1;
;023628     ;PB.6;Основа PB.6 Комфорт-маска для светлых волос  ESTEL PRIMA BLONDE, 300 мл;кг;1;
;023629     ;PB.6/M;Основа PB.6/M Комфорт-маска для светлых волос  ESTEL PRIMA BLONDE, 60 мл;кг;1;
;023630     ;PB.7;Основа PB.7 Серебристая маска для холодных оттенков блонд ESTEL PRIMA BLONDE, 300 мл;кг;1;
;023631     ;PB.8;Основа PB.8 Масло-уход для светлых волос  ESTEL PRIMA BLONDE, 100 мл;кг;1;
;023633     ;HC/OCT;Основа HC/OCT Масло для процедуры окрашивания волос Color Topping ESTEL HAUTE COUTURE ;кг;1;
;023679     ;НОВ. ПР-Т;Основа орг. для 11 ESTEL Haute Couture полуперманент;кг;1;
;023680     ;НОВ. ПР-Т;Основа ТОН 5/7  ESTEL Haute Couture полуперманент;кг;1;
2000008299596;023779     ;;Микрокар РE (Microcare PE, Микрокер ПЕ, Феноксиэтанол П25);кг;1;
2000008333733;023887     ;;Отдушка Nina Berry;кг;1;
2000009319477;023940     ;;Вайделаш (Widelash);кг;1;
;023984     ;EK/S1;Основа EK/S1 Кератиновый шампунь для волос ESTEL KERATIN, 1000 мл;кг;1;
;023985     ;EK/M1;Основа EK/M1 Кератиновая маска для волос ESTEL THERMOKERATIN, 300 мл;кг;1;
;023986     ;EK/T200;Основа EK/T200 Термоактиватор  ESTEL THERMOKERATIN, 200 мл;кг;1;
;023987     ;EK/S2;Основа EK/S2 Кератиновый шампунь для волос ESTEL KERATIN, 250 мл;кг;1;
;023988     ;EK/M2;Основа EK/M2 Кератиновая маска для волос ESTEL KERATIN, 250 мл;кг;1;
2000008401654;024024     ;;Динамикс H2O (DynamX H2O);кг;1;
2000008401661;024036     ;;Лувигель Фит (Luvigel® Fit, Luvigel UP);кг;1;
;024057     ;HC6/60;Основа оксигент для волос 6% ESTEL HAUTE COUTURE, 60 мл;кг;1;
2000009326222;024083     ;;Отдушка New Arsenal 49456295;кг;1;
;024098     ;NDL(DL/P30,DL/P750);"Основа пудра ""DE LUXE""";кг;1;
;024258     ;DLS 10/76;Основа 10/76 Крем-краска De Luxe Silver, светлый блондин коричнево-фиолетовый для 100% седины;кг;1;
;024259     ;DLS 10/74;Основа 10/74 Крем-краска De Luxe Silver, светлый блондин коричнево-медный для 100% седины;кг;1;
;024260     ;DLS 10/36;Основа 10/36 Крем-краска De Luxe Silver, светлый блондин золотисто-фиолетовый для 100% седины;кг;1;
;024261     ;DLS 9/74;Основа 9/74 Крем-краска De Luxe Silver, блондин коричнево-медный;кг;1;
;024262     ;DLS 9/75;Основа 9/75 Крем-краска De Luxe Silver, блондин коричнево-красный;кг;1;
;024263     ;DLS 9/36;Основа 9/36 Крем-краска De Luxe Silver, блондин золотисто-фиолетовый;кг;1;
;024264     ;DLS 8/75;Основа 8/75 Крем-краска De Luxe Silver, светло-русый коричнево-красный;кг;1;
;024265     ;DLS 8/36;Основа 8/36 Крем-краска De Luxe Silver, светло-русый золотисто-фиолетовый;кг;1;
;024266     ;DLS 7/43;Основа 7/43 Крем-краска De Luxe Silver, русый медно-золотистый;кг;1;
;024267     ;DLS 7/44;Основа 7/44 Крем-краска De Luxe Silver, русый медный интенсивный;кг;1;
;024268     ;DLS 6/74;Основа 6/74 Крем-краска De Luxe Silver, темно-русый коричнево-медный;кг;1;
;024303     ;СU5000/B10;Основа СU5000/B10 Бальзам CUREX CLASSIС для ежедневного применения 5000 мл;кг;1;
;024339     ;HC 7/00;Основа 7/00  ESTEL HAUTE COUTURE Русый для седины;кг;1;
;024340     ;HC 6/00;Основа 6/00 ESTEL HAUTE COUTURE Темно-русый для седины;кг;1;
;024341     ;HC 5/00;Основа 5/00 ESTEL HAUTE COUTURE Светлый шатен для седины;кг;1;
;024342     ;HC 7/77;Основа 7/77 ESTEL HAUTE COUTURE Русый коричневый интенсивный;кг;1;
;024343     ;HC 6/77;Основа 6/77 ESTEL HAUTE COUTURE Темно-русый коричневый интенсивный;кг;1;
;024344     ;HC 5/77;Основа 5/77 ESTEL HAUTE COUTURE Светлый шатен коричневый интенсивный;кг;1;
;024346     ;HC HF/33;Основа HF/33 ESTEL HAUTE COUTURE Желтый;кг;1;
;024347     ;HC HF/44;Основа HF/44 ESTEL HAUTE COUTURE Медный;кг;1;
;024348     ;HC HF/55;Основа HF/55 ESTEL HAUTE COUTURE Красный;кг;1;
;024349     ;HC HF/66;Основа HF/66 ESTEL HAUTE COUTURE Фиолетовый;кг;1;
2000009111774;024427     ;;Отдушка Smooth Hair 49445343/DROM;кг;1;
2000009216417;024428     ;;Сульфоэтоксилат натрия сухой (эмал 10P HD x, Эмал 10П ХД, Empicol);кг;1;
2000008861175;024429     ;;Краситель  ультрамарин синий 05;кг;1;
2000008861182;024430     ;;Краситель  ультрамарин фиолетовый 12 ;кг;1;
;024471     ;AH5/0;Основа краска для волос ESTEL ALPHA HOMME: тон 5/0 светлый шатен;кг;1;
;024472     ;AH6/0;Основа краска для волос ESTEL ALPHA HOMME: тон 6/0 тёмно-русый;кг;1;
;024473     ;AH7/0;Основа краска для волос ESTEL ALPHA HOMME: тон 7/0 русый;кг;1;
;024474     ;AH4/0;Основа краска для волос ESTEL ALPHA HOMME: тон 4/0 шатен;кг;1;
;024475     ;AH8/0;Основа краска для волос ESTEL ALPHA HOMME: тон 8/0 светло-русый;кг;1;
;024476     ;AH6/200;Основа оксигент 6% ESTEL ALPHA HOMME;кг;1;
;024479     ;PB10/7;Основа краска для волос ESTEL PRIMA BLONDE: тон 10/7 светлый блондин коричневый;кг;1;
;024480     ;PB10/76;Основа краска для волос ESTEL PRIMA BLONDE: тон 10/76 светлый блондин коричнево-фиолетовый;кг;1;
;024481     ;PB10/36;Основа краска для волос ESTEL PRIMA BLONDE: тон 10/36 светлый блондин золотисто-фиолетовый;кг;1;
;024482     ;PB10/65;Основа краска для волос ESTEL PRIMA BLONDE: тон 10/65 светлый блондин фиолетово-красный;кг;1;
;024483     ;PB10/16;Основа краска для волос ESTEL PRIMA BLONDE: тон 10/16 светлый блондин пепельно-фиолетовый;кг;1;
;024484     ;PB/ANT;Основа краска для волос ESTEL PRIMA BLONDE: Anti-yellow;кг;1;
;024486     ;PB3/200;Основа Оксигент 3% ESTEL PRIMA BLONDE;кг;1;
2000008871587;024520     ;;ПВП (Лувискол К30);кг;1;
2000009319484;024521     ;;Процетил  (ППГ -5 Цетет-20);кг;1;
2000008960793;024522     ;;Отдушка Color MEN3, 49453079 ;кг;1;
2000008960809;024523     ;;Отдушка Tea Color Strong 1 49403838;кг;1;
2000008861137;024554     ;;Масло Инка Инчи;кг;1;
;024586     ;PE10/75;Основа 10/75 Крем-краска PRINCESS ESSEX, светлый блондин коричнево-красный (40);кг;1;
;024587     ;PE6/7;Основа 6/7 Крем-краска PRINCESS ESSEX, темно-русый коричневый (40);кг;1;
;024588     ;PE9/17;Основа 9/17 Крем-краска PRINCESS ESSEX, блондин пепельно-коричневый (40);кг;1;
;024589     ;PE8/71;Основа 8/71 Крем-краска PRINCESS ESSEX светло-русый коричнево-пепельный (40);кг;1;
;024590     ;PE8/65;Основа 8/65 Крем-краска PRINCESS ESSEX, светло-русый фиолетово-красный (40);кг;1;
;024591     ;PE8/61;Основа 8/61 Крем-краска PRINCESS ESSEX, светло-русый фиолетово-пепельный (40);кг;1;
;024592     ;PE10/61;Основа 10/61 Крем-краска PRINCESS ESSEX, светлый блондин фиолетово-пепельный (40);кг;1;
;024593     ;PE10/36;Основа 10/36 Крем-краска PRINCESS ESSEX, светлый блондин золотисто-фиолетовый (40);кг;1;
;024594     ;PE9/36;Основа 9/36 Крем-краска PRINCESS ESSEX, блондин золотисто-фиолетовый (40);кг;1;
;024595     ;PE8/36;Основа 8/36 Крем-краска PRINCESS ESSEX, светло-русый золотисто-фиолетовый (40);кг;1;
;024674     ;PB200/B;Основа PB200/B Бальзам для волос ESTEL PRIMA BLONDE;кг;1;
;024687     ;CUS1000/S13;Основа CUS1000/S13 Шампунь CUREX SUNFLOWER увлажнение и питание с UV-фильтром 1000 мл;кг;1;
;024752     ;VHC6/37;Основа VHC6/37 краска VINTAGE ESTEL HAUTE COUTURE , темно-русый золотисто-коричневый;кг;1;
;024753     ;VHC10/31;Основа VHC10/31 краска VINTAGE ESTEL HAUTE COUTURE , светлый блондин золотисто-пепельный ;кг;1;
;024799     ;EPE (EP/30, EP/750);"Основа  пудра ""PRINCESS ESSEX """;кг;1;
2000009298055;024800     ;;Версагель ME 750 (Versagel ME 750);кг;1;
;024813     ;10/37;Основа 10/37 ESTEL HAUTE COUTURE ;кг;1;
2000009405231;024868     ;;Эфирное масло перечной мяты;кг;1;
;024890     ;VHC10/36;Основа VHC10/36 краска VINTAGE ESTEL HAUTE COUTURE , светлый блондин золотисто-фиолетовый  ;кг;1;
;024916     ;EK100;Основа EK100 Кератиновая вода для волос ESTEL KERATIN, 100 мл;кг;1;
2000009557336;024917     ;;Глиоксиловая кислота;кг;1;
2000009560190;024954     ;;Бенецел К200М / Benecel K200M;кг;1;
;024956     ;NS/30;Основа NS/30 Аква-гель для снятия раздражения кожи NO STRESS ;кг;1;
;024961     ;Тренд 1;Основа ESTEL SELFIE. WILD ROSE. Тренд 1;кг;1;
;024979     ;ESTEL (ONB/30);"Основа  пудра ""ESTEL""";кг;1;
;024981     ;HCC/40;Основа HCC/40 Моделирующая паста-крем для волос Marcelline ESTEL HAUTE COUTURE;кг;1;
2000009574586;024993     ;;Пигмент перламутровый 400;кг;1;
;025010     ;VHC9/36;Основа VHC9/36 краска VINTAGE ESTEL HAUTE COUTURE , блондин золотисто-фиолетовый  ;кг;1;
;025014     ;Q3/10/S;Основа Q3/10/S Шампунь для волос с комплексом масел Q3 COMFORT, 10 мл;кг;1;
;025016     ;PB.3/S;Основа PB.3/S Блеск-шампунь для светлых волос  ESTEL PRIMA BLONDE, 10 мл;кг;1;
;025052     ;HC/B300;Основа HC/B300 Спрей-термозащита BATISTE ESTEL HAUTE COUTURE;кг;1;
;025053     ;HC/V300;Основа HC/V300 Спрей для облегчения расчесывания  VELVET ESTEL HAUTE COUTURE водная фаза;кг;1;
;025054     ;HC/V300;Основа HC/V300 Спрей для облегчения расчесывания  VELVET ESTEL HAUTE COUTURE органическая фаза;кг;1;
2000009603248;025078     ;;Минеральное масло White Oil 15 (для пудры Pharma-15);кг;1;
;025115     ;DL300/S16 ;Основа DL300/S16 Шампунь для волос Интенсивное очищение DE LUXE;кг;1;
;025166     ;HC85/BC;Основа HC85/BC паста осветляющая, кг;кг;1;
2000009648997;025170     ;;Сепикап МП (Sepikap MP);кг;1;
;025172     ;PB.3/1000;Основа PB.3/1000 Блеск-шампунь для светлых волос  ESTEL PRIMA BLONDE, 1000 мл;кг;1;
2000009662795;025225     ;;Аэросил P 202;кг;1;
;025251     ;HC HF/65;Основа HF/65 ESTEL HAUTE COUTURE Фиолетово-красный;кг;1;
2000009692075;025262     ;;Отдушка Natural Hair 49390860;кг;1;
2000009749267;025317     ;;Монтанов 82;кг;1;
2000009749274;025318     ;;Эмолиент Дельта;кг;1;
2000009792553;025332     ;;Лувисет Клир АТ2;кг;1;
2000009923940;025344     ;;Краситель Basic Violet 2 ;кг;1;
2000010018871;025391     ;;ISP Кэптивейтс ред;кг;1;
2000010100248;025534     ;;HotFlux;кг;1;
;025664     ;W0/100;"Основа Фиксаж-перманент ""Wavex"" 100 мл";кг;1;
;025665     ;W1/100;"Основа Лосьон-перманент № 1 ""Wavex"" 100 мл";кг;1;
;025666     ;W2/100;"Основа Лосьон-перманент № 2 ""Wavex"" 100 мл";кг;1;
;025670     ;N0/100;"Основа N0/100 Фиксаж-перманент ""Niagara"" 100 мл";кг;1;
;025671     ;N2/100;"Основа N2/100Био -перманент № 2 ""Niagara"" 100 мл";кг;1;
;025672     ;N3/100;"Основа N3/100 Био -перманент № 3 ""Niagara"" 100 мл";кг;1;
;025718     ;IC10/0;Основа 10/0 крем-гель краска для волос  Я ВЫБИРАЮ ЦВЕТ ESTEL , тон платиновый блондин;кг;1;
;025778     ;Н/З ОК.6;Основа Окислительный крем  6%, кг;кг;1;
;025780     ;Н/З ОК.9;Основа Окислительный крем  9%, кг;кг;1;
2000010542024;025781     ;;Краситель Chemilan Red 52 ;кг;1;
2000010542031;025782     ;;Краситель Chemibrox HC Blue 15  ;кг;1;
;025889     ;EP8/76;Основа краска для волос ESTEL PRIMA: тон EP8/76 светло-русый коричнево-фиолетовый;кг;1;
;025891     ;EP4/7;Основа краска для волос ESTEL PRIMA: тон EP4/7 шатен коричневый;кг;1;
;025892     ;EP5/7;Основа краска для волос ESTEL PRIMA: тон EP5/7 светлый шатен коричневый;кг;1;
;025893     ;EP6/43;Основа краска для волос ESTEL PRIMA: тон EP6/43 темно-русый медно-золотистый;кг;1;
;025894     ;EP6/74;Основа краска для волос ESTEL PRIMA: тон EP6/74 темно-русый коричнево-медный;кг;1;
;025895     ;EP6/75;Основа краска для волос ESTEL PRIMA: тон EP6/75 темно-русый коричнево-красный;кг;1;
